BID	SPECIES_KR	OBSERVE_LEVEL_TXT	OBSERVE_LEVEL	ARRIVAL_TYPE	ORDER_KR	FAMILY_KR	SPECIES_EN	ORDER_EN	FAMILY_EN	SPECIES_SN	ORDER_SN	FAMILY_SN	PROTECTION_LV	IUCN	CITES	NATURAL_MONUMENT	EXTINCTION_KR
31	청둥오리	아주흔함	1	겨울철새	기러기목	오리과	Mallard	ORDER ANSERIFORMES	Family Anatidae	Anas platyrhynchos	ORDER ANSERIFORMES	Family Anatidae	nan	IUCN-LC	NA	NA	NA
218	쇠오리-쇠오리[아종]	아주흔함	1	겨울철새	기러기목	오리과	Common Teal[Teal]	ORDER ANSERIFORMES	Family Anatidae	Anas crecca crecca	ORDER ANSERIFORMES	Family Anatidae	IUCN-LCCITES-CITES3급	NA	NA	NA	NA
306	고방오리	흔함	2	겨울철새	기러기목	오리과	Northern Pintail[Pintail]	ORDER ANSERIFORMES	Family Anatidae	Anas acuta	ORDER ANSERIFORMES	Family Anatidae	IUCN-LCCITES-CITES3급	IUCN-LC	NA	NA	NA
305	흰뺨오리	흔함	2	겨울철새	기러기목	오리과	Common Goldeneye[Goldeneye]	ORDER ANSERIFORMES	Family Anatidae	Bucephala clangula	ORDER ANSERIFORMES	Family Anatidae	IUCN-LC	IUCN-LC	NA	NA	NA
220	홍머리오리	흔함	2	겨울철새	기러기목	오리과	Eurasian Wigeon[Wigeon	ORDER ANSERIFORMES	Family Anatidae	Anas penelope	ORDER ANSERIFORMES	Family Anatidae	IUCN-LCCITES-CITES3급	IUCN-LC	NA	NA	NA
255	황오리	흔함	2	겨울철새	기러기목	오리과	Ruddy Shelduck	ORDER ANSERIFORMES	Family Anatidae	Tadorna ferruginea	ORDER ANSERIFORMES	Family Anatidae	IUCN-LC	IUCN-LC	NA	NA	NA
355	바다비오리	흔함	2	겨울철새	기러기목	오리과	Red-breasted Merganser	ORDER ANSERIFORMES	Family Anatidae	Mergus serrator	ORDER ANSERIFORMES	Family Anatidae	IUCN-LC	NA	NA	NA	NA
32	알락오리	흔함	2	겨울철새	기러기목	오리과	Gadwall	ORDER ANSERIFORMES	Family Anatidae	Anas strepera	ORDER ANSERIFORMES	Family Anatidae	nan	IUCN-LC	NA	NA	NA
297	검은머리흰죽지	흔함	2	겨울철새	기러기목	오리과	Greater Scaup	ORDER ANSERIFORMES	Family Anatidae	Aythya marila	ORDER ANSERIFORMES	Family Anatidae	IUCN-LC	IUCN-LC	NA	NA	NA
254	흰뺨검둥오리	흔함	2	텃새	기러기목	오리과	Spot-billed Duck[Spotbill Duck]	ORDER ANSERIFORMES	Family Anatidae	Anas poecilorhyncha	ORDER ANSERIFORMES	Family Anatidae	IUCN-LC	IUCN-VU	NA	NA	NA
63	원앙	흔함	2	텃새	기러기목	오리과	Mandarin Duck	ORDER ANSERIFORMES	Family Anatidae	Aix galericulata	ORDER ANSERIFORMES	Family Anatidae	천연기념물-제327호	IUCN-LC	NA	NA	NA
213	혹부리오리	흔함	2	겨울철새	기러기목	오리과	Common Shelduck[Shelduck]	ORDER ANSERIFORMES	Family Anatidae	Tadorna tadorna	ORDER ANSERIFORMES	Family Anatidae	IUCN-LC	IUCN-LC	NA	NA	NA
309	흰죽지	흔함	2	겨울철새	기러기목	오리과	Common Pochard[Pochard]	ORDER ANSERIFORMES	Family Anatidae	Aythya ferina	ORDER ANSERIFORMES	Family Anatidae	IUCN-LC	IUCN-LC	NA	NA	NA
143	비오리	흔함	2	겨울철새	기러기목	오리과	Common Merganser[Goosander]	ORDER ANSERIFORMES	Family Anatidae	Mergus merganser	ORDER ANSERIFORMES	Family Anatidae	IUCN-LC	IUCN-LC	NA	NA	NA
189	쇠기러기	흔함	2	겨울철새	기러기목	오리과	Greater White-fronted Goose[White-fronted Goose]	ORDER ANSERIFORMES	Family Anatidae	Anser albifrons	ORDER ANSERIFORMES	Family Anatidae	IUCN-LC	IUCN-LC	NA	NA	NA
282	넓적부리	흔함	2	겨울철새	기러기목	오리과	Northern Shoveler[Shoveler]	ORDER ANSERIFORMES	Family Anatidae	Anas clypeata	ORDER ANSERIFORMES	Family Anatidae	IUCN-LCCITES-CITES3급	NA	CITES-1	NA	NA
181	큰기러기-큰기러기[아종]	흔함	2	겨울철새	기러기목	오리과	Tundra Bean Goose	ORDER ANSERIFORMES	Family Anatidae	Anser (fabalis) serrirostris	ORDER ANSERIFORMES	Family Anatidae	멸종위기-멸종위기2급IUCN-LC	NA	NA	NA	NA
169	청머리오리	흔함	2	겨울철새	기러기목	오리과	Falcated Teal[Falcated Duck]	ORDER ANSERIFORMES	Family Anatidae	Anas falcata	ORDER ANSERIFORMES	Family Anatidae	IUCN-NT	NA	NA	NA	NA
79	댕기흰죽지	흔함	2	겨울철새	기러기목	오리과	Tufted Duck	ORDER ANSERIFORMES	Family Anatidae	Aythya fuligula	ORDER ANSERIFORMES	Family Anatidae	IUCN-LC	IUCN-LC	NA	NA	NA
406	큰기러기-큰부리큰기러기[아종]	흔하지않음	3	겨울철새	기러기목	오리과	Taiga Bean Goose	ORDER ANSERIFORMES	Family Anatidae	Anser (fabalis) middendorffi	ORDER ANSERIFORMES	Family Anatidae	멸종위기-멸종위기 2급IUCN-LC	IUCN-LC	NA	NA	2
113	발구지	흔하지않음	3	나그네새	기러기목	오리과	Garganey	ORDER ANSERIFORMES	Family Anatidae	Anas querquedula	ORDER ANSERIFORMES	Family Anatidae	IUCN-LCCITES-CITES3급	IUCN-LC	NA	NA	NA
209	혹고니	드묾	4	겨울철새	기러기목	오리과	Mute Swan	ORDER ANSERIFORMES	Family Anatidae	Cygnus olor	ORDER ANSERIFORMES	Family Anatidae	멸종위기-멸종위기1급천연기념물-제201-3호IUCN-LC	IUCN-LC	NA	NA	NA
206	호사비오리	드묾	4	겨울철새	기러기목	오리과	Scaly-sided Merganser[Chinese Merganser]	ORDER ANSERIFORMES	Family Anatidae	Mergus squamatus	ORDER ANSERIFORMES	Family Anatidae	멸종위기-멸종위기2급천연기념물-제448호IUCN-EN	IUCN-LC	NA	NA	NA
407	흰이마기러기	드묾	4	겨울철새	기러기목	오리과	Lesser White-fronted Goose	ORDER ANSERIFORMES	Family Anatidae	Anser erythropus	ORDER ANSERIFORMES	Family Anatidae	멸종위기-멸종위기2급IUCN-VU	IUCN-LC	NA	NA	NA
13	흑기러기	드묾	4	겨울철새	기러기목	오리과	Black Brant[Brent	ORDER ANSERIFORMES	Family Anatidae	Branta bernicla	ORDER ANSERIFORMES	Family Anatidae	멸종위기-멸종위기2급천연기념물-제325-2호IUCN-LC	IUCN-LC	NA	NA	NA
264	흰기러기	드묾	4	겨울철새	기러기목	오리과	Snow Goose	ORDER ANSERIFORMES	Family Anatidae	Chen caerulescens [Anser caerulescens]	ORDER ANSERIFORMES	Family Anatidae	IUCN-LC	IUCN-LC	NA	NA	NA
411	캐나다기러기	드묾	4	겨울철새	기러기목	오리과	Cackling Goose	ORDER ANSERIFORMES	Family Anatidae	Branta hutchinsii	ORDER ANSERIFORMES	Family Anatidae	CITES-CITES 1급	NA	NA	NA	NA
418	검은흰죽지(가칭)	아주드묾	5	미조	기러기목	오리과	Ferruginous Duck[Ferruginous Pochard]	ORDER ANSERIFORMES	Family Anatidae	Aythya nyroca	ORDER ANSERIFORMES	Family Anatidae	IUCN-NT	IUCN-LC	CITES-3	NA	NA
415	붉은부리흰죽지	아주드묾	5	겨울철새	기러기목	오리과	Red-crested Pochard	ORDER ANSERIFORMES	Family Anatidae	Netta rufina	ORDER ANSERIFORMES	Family Anatidae	nan	IUCN-LC	CITES-3	NA	NA
419	붉은가슴흰죽지	아주드묾	5	겨울철새	기러기목	오리과	Baer's Pochard	ORDER ANSERIFORMES	Family Anatidae	Aythya baeri	ORDER ANSERIFORMES	Family Anatidae	IUCN-VU	IUCN-LC	NA	NA	NA
420	바다꿩	아주드묾	5	겨울철새	기러기목	오리과	Oldsquaw[Long-tailed Duck]	ORDER ANSERIFORMES	Family Anatidae	Clangula hyemalis	ORDER ANSERIFORMES	Family Anatidae	IUCN-LC	IUCN-LC	NA	NA	NA
413	아메리카홍머리오리	매우드묾	6	겨울철새	기러기목	오리과	American Wigeon	ORDER ANSERIFORMES	Family Anatidae	Anas americana	ORDER ANSERIFORMES	Family Anatidae	nan	IUCN-LC	NA	NA	NA
409	흰머리기러기	희귀	7	미조	기러기목	오리과	Emperor Goose	ORDER ANSERIFORMES	Family Anatidae	Chen canagica [Anser canagicus]	ORDER ANSERIFORMES	Family Anatidae	nan	IUCN-LC	CITES-3	NA	NA
304	고니	희귀	7	겨울철새	기러기목	오리과	Tundra Swan[Whistling Swan]	ORDER ANSERIFORMES	Family Anatidae	Cygnus columbianus	ORDER ANSERIFORMES	Family Anatidae	멸종위기-멸종위기2급천연기념물-제201-1호IUCN-LC	IUCN-EN	NA	NA	NA
410	줄기러기(가칭)	희귀	7	미조	기러기목	오리과	Bar-headed Goose	ORDER ANSERIFORMES	Family Anatidae	Anser indicus	ORDER ANSERIFORMES	Family Anatidae	IUCN-LC	NA	NA	NA	NA
416	큰흰죽지	희귀	7	미조	기러기목	오리과	Canvasback	ORDER ANSERIFORMES	Family Anatidae	Aythya valisineria	ORDER ANSERIFORMES	Family Anatidae	nan	IUCN-LC	NA	NA	NA
602	호사북방오리(가칭)	희귀	7	미조	기러기목	오리과	King Eider	ORDER ANSERIFORMES	Family Anatidae	Somateria spectabilis	ORDER ANSERIFORMES	Family Anatidae	IUCN-LC	NA	NA	NA	NA
421	북방흰뺨오리	희귀	7	미조	기러기목	오리과	Barrow's Goldeneye	ORDER ANSERIFORMES	Family Anatidae	Bucephala islandica	ORDER ANSERIFORMES	Family Anatidae	IUCN-LC	NA	NA	NA	NA
259	개리	희귀	7	겨울철새	기러기목	오리과	Swan Goose	ORDER ANSERIFORMES	Family Anatidae	Anser cygnoides	ORDER ANSERIFORMES	Family Anatidae	멸종위기-멸종위기2급천연기념물-제325-1호IUCN-EN	IUCN-LC	NA	NA	NA
417	미국흰죽지	희귀	7	미조	기러기목	오리과	Redhead	ORDER ANSERIFORMES	Family Anatidae	Aythya americana	ORDER ANSERIFORMES	Family Anatidae	nan	IUCN-LC	NA	NA	2
408	회색기러기	희귀	7	미조	기러기목	오리과	Greylag Goose	ORDER ANSERIFORMES	Family Anatidae	Anser anser	ORDER ANSERIFORMES	Family Anatidae	IUCN-LC	NA	NA	NA	NA
414	쇠오리-미국쇠오리[아종]	희귀	7	미조	기러기목	오리과	Green-winged Teal	ORDER ANSERIFORMES	Family Anatidae	Anas carolinensis[Anas (crecca) carolinensis]	ORDER ANSERIFORMES	Family Anatidae	IUCN-LC	IUCN-LC	NA	NA	NA
303	흰비오리	희귀	7	겨울철새	기러기목	오리과	Smew	ORDER ANSERIFORMES	Family Anatidae	Mergus alellus	ORDER ANSERIFORMES	Family Anatidae	IUCN-LC	IUCN-EN	CITES-1	TRUE	1
412	원앙사촌	멸종	10	겨울철새	기러기목	오리과	Crested Shelduck	ORDER ANSERIFORMES	Family Anatidae	Tadorna cristata	ORDER ANSERIFORMES	Family Anatidae	IUCN-CR	IUCN-LC	CITES-2	TRUE	NA
261	검둥오리	국지적으로흔함	50	겨울철새	기러기목	오리과	Black Scoter	ORDER ANSERIFORMES	Family Anatidae	Melanitta nigra	ORDER ANSERIFORMES	Family Anatidae	IUCN-LC	IUCN-LC	CITES-2	TRUE	1
263	검둥오리사촌	국지적으로흔함	50	겨울철새	기러기목	오리과	White-winged Scoter[Velvet Scoter]	ORDER ANSERIFORMES	Family Anatidae	Melanitta fusca	ORDER ANSERIFORMES	Family Anatidae	IUCN-LC	IUCN-NT	NA	NA	NA
179	큰고니	국지적으로흔함	50	겨울철새	기러기목	오리과	Whooper Swan	ORDER ANSERIFORMES	Family Anatidae	Cygnus cygnus	ORDER ANSERIFORMES	Family Anatidae	멸종위기-멸종위기2급천연기념물-제201-2호	IUCN-EN	NA	TRUE	1
193	가창오리	국지적으로흔함	50	겨울철새	기러기목	오리과	Baikal Teal	ORDER ANSERIFORMES	Family Anatidae	Anas formosa	ORDER ANSERIFORMES	Family Anatidae	멸종위기-멸종위기2급IUCN-VUCITES-CITES2급	IUCN-EN	CITES-1	TRUE	NA
311	흰줄박이오리	국지적으로흔함	50	겨울철새	기러기목	오리과	Harlequin Duck	ORDER ANSERIFORMES	Family Anatidae	Histrionicus histronicus	ORDER ANSERIFORMES	Family Anatidae	IUCN-LC	NA	NA	NA	NA
42	논병아리	아주흔함	1	텃새	논병아리목	논병아리과	Little Grebe	ORDER PODICIPEDIFORMES	Family Podicipedidae	Tachybaptus ruficollis	ORDER PODICIPEDIFORMES	Family Podicipedidae	nan	IUCN-LC	CITES-3	NA	NA
301	검은목논병아리	흔함	2	겨울철새	논병아리목	논병아리과	Black-necked Grebe	ORDER PODICIPEDIFORMES	Family Podicipedidae	Podiceps nigricollis	ORDER PODICIPEDIFORMES	Family Podicipedidae	IUCN-LC	IUCN-LC	NA	NA	NA
145	뿔논병아리	흔함	2	겨울철새	논병아리목	논병아리과	Great Crested Grebe	ORDER PODICIPEDIFORMES	Family Podicipedidae	Podiceps cristatus	ORDER PODICIPEDIFORMES	Family Podicipedidae	IUCN-LC	IUCN-LC	NA	TRUE	2
310	귀뿔논병아리	흔하지않음	3	겨울철새	논병아리목	논병아리과	Horned Grebe[Slavonian Grebe]	ORDER PODICIPEDIFORMES	Family Podicipedidae	Podiceps auritus	ORDER PODICIPEDIFORMES	Family Podicipedidae	IUCN-LC	IUCN-LC	CITES-3	NA	NA
390	큰논병아리	드묾	4	겨울철새	논병아리목	논병아리과	Red-necked Grebe	ORDER PODICIPEDIFORMES	Family Podicipedidae	Podiceps grisegena	ORDER PODICIPEDIFORMES	Family Podicipedidae	IUCN-LC	IUCN-NT	NA	NA	NA
321	꿩	아주흔함	1	텃새	닭목	꿩과	Common Pheasant[Ring-necked Pheasant]	ORDER GALLIFORMES	Family Phasianidae	Phasianus colchicus	ORDER GALLIFORMES	Family Phasianidae	IUCN-LC	IUCN-LC	NA	NA	NA
98	메추라기	흔하지않음	3	겨울철새	닭목	꿩과	Japanese Quail	ORDER GALLIFORMES	Family Phasianidae	Coturnix japonica	ORDER GALLIFORMES	Family Phasianidae	IUCN-LC	NA	NA	NA	NA
87	들꿩	드묾	4	텃새	닭목	멧닭과	Hazel Grouse	ORDER GALLIFORMES	Family Tetraonidae	Bonasa bonasia[Tetrastes bonasia]	ORDER GALLIFORMES	Family Tetraonidae	IUCN-LC	IUCN-LC	NA	NA	NA
338	멧닭	아주드묾	5	텃새	닭목	멧닭과	Black Grouse	ORDER GALLIFORMES	Family Tetraonidae	Tetrao tetrix[Lyrurus tetrix]	ORDER GALLIFORMES	Family Tetraonidae	IUCN-LC	IUCN-CR	NA	NA	NA
281	꼬마물떼새	아주흔함	1	여름철새	도요목	물떼새과	Little Ringed Plover	OREDR CHARADRIIFORMES	Family Charadriidae	Charadrius dubius	OREDR CHARADRIIFORMES	Family Charadriidae	IUCN-LC	NA	NA	NA	NA
275	검은가슴물떼새	흔함	2	나그네새	도요목	물떼새과	Pacific Golden Plover	OREDR CHARADRIIFORMES	Family Charadriidae	Pluvialis fulva	OREDR CHARADRIIFORMES	Family Charadriidae	IUCN-LC	IUCN-LC	NA	TRUE	1
287	댕기물떼새	흔함	2	겨울철새	도요목	물떼새과	Northern Lapwing[Lapwing]	OREDR CHARADRIIFORMES	Family Charadriidae	Vanellus vanellus	OREDR CHARADRIIFORMES	Family Charadriidae	IUCN-LC	IUCN-EN	NA	TRUE	2
438	흰물떼새-흰물떼새[아종]	흔함	2	나그네새	도요목	물떼새과	Kentish Plover	OREDR CHARADRIIFORMES	Family Charadriidae	Charadrius alexandrinus dealbatus	OREDR CHARADRIIFORMES	Family Charadriidae	IUCN-LC	IUCN-VU	NA	NA	2
323	개꿩	흔함	2	나그네새	도요목	물떼새과	Grey Plover	OREDR CHARADRIIFORMES	Family Charadriidae	Pluvialis squatarola	OREDR CHARADRIIFORMES	Family Charadriidae	IUCN-LC	IUCN-LC	CITES-3	NA	NA
360	왕눈물떼새	흔함	2	나그네새	도요목	물떼새과	Mongolian Sand Plover	OREDR CHARADRIIFORMES	Family Charadriidae	Charadrius mongolus mongolus	OREDR CHARADRIIFORMES	Family Charadriidae	IUCN-LC	IUCN-LC	NA	NA	NA
276	흰물떼새-흰물떼새[아종]	흔함	2	나그네새	도요목	물떼새과	Kentish Plover	OREDR CHARADRIIFORMES	Family Charadriidae	Charadrius alexandrinus alexandrinus	OREDR CHARADRIIFORMES	Family Charadriidae	IUCN-LC	IUCN-LC	NA	NA	NA
351	좀도요	흔함	2	나그네새	도요목	도요(새)과	Red-necked Stint[Rufous-necked Stint]	OREDR CHARADRIIFORMES	Family Scolopacidae	Calidris ruficollis	OREDR CHARADRIIFORMES	Family Scolopacidae	IUCN-LC	NA	NA	NA	NA
146	삑삑도요	흔함	2	겨울철새	도요목	도요(새)과	Green Sandpiper	OREDR CHARADRIIFORMES	Family Scolopacidae	Tringa ochropus	OREDR CHARADRIIFORMES	Family Scolopacidae	IUCN-LC	IUCN-LC	NA	NA	NA
353	민물도요	흔함	2	나그네새	도요목	도요(새)과	Dunlin	OREDR CHARADRIIFORMES	Family Scolopacidae	Calidris alpina	OREDR CHARADRIIFORMES	Family Scolopacidae	IUCN-LC	IUCN-LC	NA	NA	2
322	꺅도요	흔함	2	나그네새	도요목	도요(새)과	Common Snipe	OREDR CHARADRIIFORMES	Family Scolopacidae	Gallinago gallinago	OREDR CHARADRIIFORMES	Family Scolopacidae	IUCN-LC	NA	NA	NA	NA
448	붉은가슴도요	흔함	2	나그네새	도요목	도요(새)과	Red Knot	OREDR CHARADRIIFORMES	Family Scolopacidae	Calidris canutus	OREDR CHARADRIIFORMES	Family Scolopacidae	IUCN-LC	IUCN-LC	NA	NA	NA
150	중부리도요	흔함	2	나그네새	도요목	도요(새)과	Whimbrel	OREDR CHARADRIIFORMES	Family Scolopacidae	Numenius phaeopus	OREDR CHARADRIIFORMES	Family Scolopacidae	IUCN-LC	IUCN-LC	NA	TRUE	2
185	큰뒷부리도요	흔함	2	나그네새	도요목	도요(새)과	Bar-tailed Godwit	OREDR CHARADRIIFORMES	Family Scolopacidae	Limosa lapponica	OREDR CHARADRIIFORMES	Family Scolopacidae	IUCN-LC	IUCN-LC	CITES-3	NA	NA
224	쇠청다리도요	흔함	2	나그네새	도요목	도요(새)과	Marsh Sandpiper	OREDR CHARADRIIFORMES	Family Scolopacidae	Tringa stagnatillis	OREDR CHARADRIIFORMES	Family Scolopacidae	IUCN-LC	IUCN-LC	NA	NA	NA
319	깝작도요	흔함	2	나그네새	도요목	도요(새)과	Common Sandpiper	OREDR CHARADRIIFORMES	Family Scolopacidae	Actitis hypoleucos	OREDR CHARADRIIFORMES	Family Scolopacidae	IUCN-LC	IUCN-EN	NA	TRUE	2
199	학도요	흔함	2	나그네새	도요목	도요(새)과	Spotted Redshank	OREDR CHARADRIIFORMES	Family Scolopacidae	Tringa erythropus	OREDR CHARADRIIFORMES	Family Scolopacidae	IUCN-LC	NA	NA	NA	NA
29	알락도요	흔함	2	나그네새	도요목	도요(새)과	Wood Sandpiper	OREDR CHARADRIIFORMES	Family Scolopacidae	Tringa glareola	OREDR CHARADRIIFORMES	Family Scolopacidae	nan	IUCN-VU	NA	NA	NA
93	마도요	흔함	2	나그네새	도요목	도요(새)과	Eurasian Curlew[Curlew]	OREDR CHARADRIIFORMES	Family Scolopacidae	Numenius arquata	OREDR CHARADRIIFORMES	Family Scolopacidae	IUCN-LC	IUCN-LC	NA	NA	NA
454	지느러미발도요	흔함	2	나그네새	도요목	도요(새)과	Red-necked Phalarope	OREDR CHARADRIIFORMES	Family Scolopacidae	Phalaropus lobatus	OREDR CHARADRIIFORMES	Family Scolopacidae	IUCN-LC	IUCN-LC	NA	NA	NA
163	청다리도요	흔함	2	나그네새	도요목	도요(새)과	Common Greenshank[Greenshank]	OREDR CHARADRIIFORMES	Family Scolopacidae	Tringa nebularia	OREDR CHARADRIIFORMES	Family Scolopacidae	IUCN-LC	IUCN-LC	NA	NA	NA
130	붉은부리갈매기	흔함	2	겨울철새	도요목	갈매기과	Black-headed Gull	OREDR CHARADRIIFORMES	Family Laridae	Larus ridibundus	OREDR CHARADRIIFORMES	Family Laridae	IUCN-LC	NA	NA	TRUE	NA
46	노랑발갈매기	흔함	2	겨울철새	도요목	갈매기과	Mongolian Gull	OREDR CHARADRIIFORMES	Family Laridae	Larus (vegae) mongolicus	OREDR CHARADRIIFORMES	Family Laridae	nan	NA	NA	NA	NA
267	갈매기	흔함	2	겨울철새	도요목	갈매기과	Common Gull[Mew Gull]	OREDR CHARADRIIFORMES	Family Laridae	Larus canus	OREDR CHARADRIIFORMES	Family Laridae	IUCN-LC	NA	NA	TRUE	2
194	큰재갈매기	흔함	2	겨울철새	도요목	갈매기과	Slaty-backed Gull	OREDR CHARADRIIFORMES	Family Laridae	Larus schistisagus	OREDR CHARADRIIFORMES	Family Laridae	IUCN-LC	IUCN-LC	NA	NA	NA
253	재갈매기	흔함	2	겨울철새	도요목	갈매기과	Vega Gull	OREDR CHARADRIIFORMES	Family Laridae	Larus vagae	OREDR CHARADRIIFORMES	Family Laridae	nan	IUCN-LC	NA	NA	NA
312	괭이갈매기	흔함	2	텃새	도요목	갈매기과	Black-tailed Gull	OREDR CHARADRIIFORMES	Family Laridae	Larus crassirostris	OREDR CHARADRIIFORMES	Family Laridae	IUCN-LC	IUCN-LC	NA	NA	NA
367	바다쇠오리	흔함	2	겨울철새	도요목	바다오리과	Ancient Murrelet	OREDR CHARADRIIFORMES	Family Alcidae	Synthliboramphus antiquus	OREDR CHARADRIIFORMES	Family Alcidae	IUCN-LC	IUCN-LC	NA	NA	NA
149	쇠제비갈매기	흔함	2	여름철새	도요목	제비갈매기과	Little Tern	OREDR CHARADRIIFORMES	Family Sternidae	Sterna albifrons	OREDR CHARADRIIFORMES	Family Sternidae	IUCN-LC	IUCN-LC	NA	NA	NA
366	제비갈매기	흔함	2	나그네새	도요목	제비갈매기과	Common Tern	OREDR CHARADRIIFORMES	Family Sternidae	Sterna hirundo longipennis	OREDR CHARADRIIFORMES	Family Sternidae	IUCN-LC	IUCN-LC	NA	NA	NA
