BID	SPECIES_KR	OBSERVE_LEVEL_TXT	OBSERVE_LEVEL	ARRIVAL_TYPE	ORDER_KR	FAMILY_KR	SPECIES_EN	ORDER_EN	FAMILY_EN	SPECIES_SN	ORDER_SN	FAMILY_SN	PROTECTION_LV	IUCN	CITES	NATURAL_MONUMENT	EXTINCTION_KR
585	검은머리멧새	아주드묾	5	미조	참새목	멧새과	Black-headed Bunting	ORDER PASSERIFORMES	Family Emberizidae	Emberiza melanocephala	ORDER PASSERIFORMES	Family Emberizidae	IUCN-LC	IUCN-LC	NA	NA	NA
591	쇠홍방울새	아주드묾	5	미조	참새목	되새과	Hoary Redpoll[Arctic Redpoll]	ORDER PASSERIFORMES	Family Fringillidae	Carduelis hornemanni	ORDER PASSERIFORMES	Family Fringillidae	IUCN-LC	IUCN-LC	NA	NA	NA
594	분홍찌르레기(가칭)	아주드묾	5	미조	참새목	찌르레기과	Rosy Starling	ORDER PASSERIFORMES	Family Sturnidae	Pastor roseus [Sturnus roseus]	ORDER PASSERIFORMES	Family Sturnidae	IUCN-LC	IUCN-LC	NA	NA	NA
595	회색바람까마귀	아주드묾	5	미조	참새목	바람까마귀과	Ashy Drongo	ORDER PASSERIFORMES	Family Dicruridae	Dicrurus leucophaeus	ORDER PASSERIFORMES	Family Dicruridae	nan	NA	NA	NA	NA
600	붉은부리까마귀	아주드묾	5	미조	참새목	까마귀과	Red-billed Chough	ORDER PASSERIFORMES	Family Corvidae	Pyrrhocorax pyrrhocorax	ORDER PASSERIFORMES	Family Corvidae	nan	IUCN-LC	NA	NA	NA
556	쇠흰턱딱새	매우드묾	6	미조	참새목	휘파람새과	Lesser Whitethroat	ORDER PASSERIFORMES	Family Sylviidae	Sylvia curruca	ORDER PASSERIFORMES	Family Sylviidae	nan	IUCN-LC	NA	NA	NA
561	붉은가슴울새	매우드묾	6	나그네새	참새목	딱새과	Japanese Robin	ORDER PASSERIFORMES	Family Muscicapidae	Erithacus akahige	ORDER PASSERIFORMES	Family Muscicapidae	IUCN-LC	NA	NA	NA	NA
386	검은머리촉새	매우드묾	6	나그네새	참새목	멧새과	Yellow-breasted Bunting	ORDER PASSERIFORMES	Family Emberizidae	Emberiza aureola	ORDER PASSERIFORMES	Family Emberizidae	IUCN-NT	IUCN-NT	NA	NA	2
593	잿빛쇠찌르레기	매우드묾	6	미조	참새목	찌르레기과	Grey-backed Starling	ORDER PASSERIFORMES	Family Sturnidae	Sturnia sinensis [Sturnus sinensis]	ORDER PASSERIFORMES	Family Sturnidae	IUCN-LC	NA	NA	NA	NA
597	바람까마귀	매우드묾	6	미조	참새목	바람까마귀과	Spangled Drongo[Hair-crested Drongo]	ORDER PASSERIFORMES	Family Dicruridae	Dicrurus hottentottus	ORDER PASSERIFORMES	Family Dicruridae	IUCN-LC	NA	NA	NA	NA
382	팔색조	희귀	7	여름철새	참새목	팔색조과	Fairy Pitta	ORDER PASSERIFORMES	Family Pittidae	Pitta nympha	ORDER PASSERIFORMES	Family Pittidae	멸종위기-멸종위기 2급천연기념물-제204호IUCN-VUCITES-CITES 2급	IUCN-LC	NA	NA	NA
505	큰부리종다리(가칭)	희귀	7	미조	참새목	종다리과	Bimaculated Lark	ORDER PASSERIFORMES	Family Alaudidae	Melanocorypha bimaculata	ORDER PASSERIFORMES	Family Alaudidae	IUCN-LC	IUCN-LC	NA	NA	NA
506	북방쇠종다리	희귀	7	겨울철새	참새목	종다리과	Lesser Short-toed Lark[Asian Short-toed Lark]	ORDER PASSERIFORMES	Family Alaudidae	Calandrella rufescens[Calandrella cheleensis]	ORDER PASSERIFORMES	Family Alaudidae	IUCN-LC	NA	NA	NA	NA
508	해변종다리(가칭)	희귀	7	미조	참새목	종다리과	Horned Lark[Shorelark]	ORDER PASSERIFORMES	Family Alaudidae	Eremophila alpestris	ORDER PASSERIFORMES	Family Alaudidae	nan	IUCN-LC	NA	NA	NA
256	갈색제비	희귀	7	나그네새	참새목	제비과	Collared Sand Martin[Sand Martin]	ORDER PASSERIFORMES	Family Hirundinidae	Riparia riparia	ORDER PASSERIFORMES	Family Hirundinidae	nan	IUCN-LC	NA	NA	NA
513	풀밭종다리(가칭)	희귀	7	미조	참새목	할미새과	Meadow Pipit	ORDER PASSERIFORMES	Family Motacillidae	Anthus pratensis	ORDER PASSERIFORMES	Family Motacillidae	nan	IUCN-LC	NA	NA	NA
516	검은가슴할미새사촌(가칭)	희귀	7	미조	참새목	할미새사촌과	Ryukyu Minivet	ORDER PASSERIFORMES	Family Campephagidae	Pericrocotus tegimae	ORDER PASSERIFORMES	Family Campephagidae	IUCN-LC	IUCN-LC	NA	NA	NA
518	붉은등때까치(가칭)	희귀	7	미조	참새목	때까치과	Red-backed Shrike	ORDER PASSERIFORMES	Family Laniidae	Lanius collurio	ORDER PASSERIFORMES	Family Laniidae	IUCN-LC	NA	NA	NA	NA
106	물때까치	희귀	7	겨울철새	참새목	때까치과	Chinese Grey Shrike[Chinese Great Grey Shrike]	ORDER PASSERIFORMES	Family Laniidae	Lanius sphenocercus	ORDER PASSERIFORMES	Family Laniidae	IUCN-LC	NA	NA	NA	NA
520	초원때까치(가칭)	희귀	7	미조	참새목	때까치과	Steppe Grey Shrike	ORDER PASSERIFORMES	Family Laniidae	Lanius meridionalis	ORDER PASSERIFORMES	Family Laniidae	nan	NA	NA	NA	NA
519	큰재개구마리[재때까치]	희귀	7	겨울철새	참새목	때까치과	Great Grey Shrike	ORDER PASSERIFORMES	Family Laniidae	Lanius excubitor	ORDER PASSERIFORMES	Family Laniidae	nan	IUCN-LC	NA	NA	NA
223	홍여새	희귀	7	겨울철새	참새목	여새과	Japanese Waxwing	ORDER PASSERIFORMES	Family Bombycillidae	Bombycilla japonica	ORDER PASSERIFORMES	Family Bombycillidae	nan	IUCN-LC	NA	NA	NA
232	황여새	희귀	7	겨울철새	참새목	여새과	Bohemian Waxwing	ORDER PASSERIFORMES	Family Bombycillidae	Bombycilla garrulus	ORDER PASSERIFORMES	Family Bombycillidae	IUCN-LC	IUCN-LC	NA	NA	NA
521	쇠바위종다리(가칭)	희귀	7	미조	참새목	바위종다리과	Japanese Accentor	ORDER PASSERIFORMES	Family Prunellidae	Prunella rubida	ORDER PASSERIFORMES	Family Prunellidae	IUCN-LC	IUCN-LC	NA	NA	NA
522	꼬까직박구리	희귀	7	나그네새	참새목	지빠귀과	White-throated Rock Thrush	ORDER PASSERIFORMES	Family Turdidae	Monticola gularis	ORDER PASSERIFORMES	Family Turdidae	IUCN-LC	IUCN-NT	NA	NA	NA
523	귤빛지빠귀(가칭)	희귀	7	미조	참새목	지빠귀과	Orange-headed Thrush	ORDER PASSERIFORMES	Family Turdidae	Zoothera citrina	ORDER PASSERIFORMES	Family Turdidae	IUCN-LC	IUCN-NT	NA	NA	NA
605	붉은날개지빠귀(가칭)	희귀	7	미조	참새목	지빠귀과	Redwing	ORDER PASSERIFORMES	Family Turdidae	Turdus iliacus	ORDER PASSERIFORMES	Family Turdidae	IUCN-LC	IUCN-LC	NA	NA	NA
535	수염오목눈이	희귀	7	미조	참새목	붉은머리오목눈이과	Bearded Reedling[Bearded Parrotbill]	ORDER PASSERIFORMES	Family Panuridae[Family TimaliiDae]	Panurus biarmicus	ORDER PASSERIFORMES	Family Panuridae[Family TimaliiDae]	nan	IUCN-LC	NA	NA	NA
546	연노랑솔새(가칭)	희귀	7	미조	참새목	휘파람새과	Willow Warbler	ORDER PASSERIFORMES	Family Sylviidae	Phylloscopus trochilus	ORDER PASSERIFORMES	Family Sylviidae	nan	IUCN-LC	NA	NA	NA
555	큰개개비	희귀	7	미조	참새목	휘파람새과	Japanese Swamp Warbler[Japanese Marsh Warbler]	ORDER PASSERIFORMES	Family Sylviidae	Locustella pryeri	ORDER PASSERIFORMES	Family Sylviidae	IUCN-VU	IUCN-LC	NA	NA	NA
548	노랑배솔새사촌(가칭)	희귀	7	미조	참새목	휘파람새과	Tickell's Leaf Warbler	ORDER PASSERIFORMES	Family Sylviidae	Phylloscopus affinis	ORDER PASSERIFORMES	Family Sylviidae	IUCN-LC	IUCN-LC	NA	NA	NA
543	우수리개개비(가칭)	희귀	7	미조	참새목	휘파람새과	Manchurian Reed Warbler	ORDER PASSERIFORMES	Family Sylviidae	Acrocephalus tangorum	ORDER PASSERIFORMES	Family Sylviidae	IUCN-VU	IUCN-LC	NA	NA	NA
604	히말라야산솔새(가칭)	희귀	7	NA	참새목	휘파람새과	Claudia's Leaf Warbler	ORDER PASSERIFORMES	Family Sylviidae	Phylloscopus claudiae	ORDER PASSERIFORMES	Family Sylviidae	IUCN-LC	IUCN-LC	NA	NA	NA
563	흰머리바위딱새(가칭)	희귀	7	미조	참새목	딱새과	White-capped Water Redstart	ORDER PASSERIFORMES	Family Muscicapidae	Chaimarrornis leucocephalus	ORDER PASSERIFORMES	Family Muscicapidae	IUCN-LC	NA	NA	NA	NA
560	꼬까울새(가칭)	희귀	7	미조	참새목	딱새과	European Robin	ORDER PASSERIFORMES	Family Muscicapidae	Erithacus rubecula	ORDER PASSERIFORMES	Family Muscicapidae	IUCN-LC	IUCN-LC	NA	NA	NA
219	쇠유리새	희귀	7	여름철새	참새목	딱새과	Siberian Blue Robin	ORDER PASSERIFORMES	Family Muscicapidae	Luscinia cyane	ORDER PASSERIFORMES	Family Muscicapidae	IUCN-LC	IUCN-LC	NA	NA	NA
559	주황가슴파랑딱새(가칭)	희귀	7	미조	참새목	딱새과	Hill Blue Flycatcher	ORDER PASSERIFORMES	Family Muscicapidae	Cyornis banyumas	ORDER PASSERIFORMES	Family Muscicapidae	IUCN-LC	IUCN-LC	NA	NA	NA
573	얼룩무늬납부리새(가칭)	희귀	7	미조	참새목	납부리새과(가칭)	Scaly-breasted Munia [Nutmeg Mannikin]	ORDER PASSERIFORMES	Family Estrildidae	Lonchura punctulata	ORDER PASSERIFORMES	Family Estrildidae	IUCN-LC	IUCN-LC	NA	NA	NA
583	초원멧새(가칭)	희귀	7	미조	참새목	멧새과	Savannah Bunting	ORDER PASSERIFORMES	Family Emberizidae	Passerculus sandwichensis	ORDER PASSERIFORMES	Family Emberizidae	IUCN-LC	IUCN-LC	NA	NA	NA
584	흰정수리북미참새(가칭)	희귀	7	미조	참새목	멧새과	White-crowned Sparrow	ORDER PASSERIFORMES	Family Emberizidae	Zonotrichia leucophrys	ORDER PASSERIFORMES	Family Emberizidae	IUCN-LC	NA	NA	NA	NA
574	노랑멧새(가칭)	희귀	7	미조	참새목	멧새과	Yellowhammer	ORDER PASSERIFORMES	Family Emberizidae	Emberiza citrinella	ORDER PASSERIFORMES	Family Emberizidae	IUCN-LC	IUCN-LC	NA	NA	NA
589	흰죽지솔잣새	희귀	7	미조	참새목	되새과	White-winged Crossbill	ORDER PASSERIFORMES	Family Fringillidae	Loxia leucoptera	ORDER PASSERIFORMES	Family Fringillidae	IUCN-LC	IUCN-LC	NA	NA	NA
588	솔양진이	희귀	7	미조	참새목	되새과	Pine Grosbeak	ORDER PASSERIFORMES	Family Fringillidae	Pinicola enucleator	ORDER PASSERIFORMES	Family Fringillidae	IUCN-LC	NA	NA	NA	NA
590	홍방울새	희귀	7	겨울철새	참새목	되새과	Common Redpoll[Redpoll]	ORDER PASSERIFORMES	Family Fringillidae	Carduelis flammea	ORDER PASSERIFORMES	Family Fringillidae	IUCN-LC	IUCN-VU	NA	NA	NA
592	집참새(가칭)	희귀	7	미조	참새목	참새과	House Sparrow	ORDER PASSERIFORMES	Family Passeridae	Passer domesticus	ORDER PASSERIFORMES	Family Passeridae	IUCN-LC	IUCN-LC	NA	NA	NA
598	흰가슴숲제비	희귀	7	미조	참새목	숲제비과	White-breasted Wood Swallow	ORDER PASSERIFORMES	Family Artamidae	Artamus leucorhynchus	ORDER PASSERIFORMES	Family Artamidae	IUCN-LC	IUCN-LC	NA	NA	NA
601	큰까마귀(가칭)	희귀	7	미조	참새목	까마귀과	Common Raven	ORDER PASSERIFORMES	Family Corvidae	Corvus corax	ORDER PASSERIFORMES	Family Corvidae	IUCN-LC	IUCN-LC	NA	NA	NA
534	꼬리치레	희귀	7	NA	참새목	개개비사촌과	White-browed Chinese Warbler	ORDER PASSERIFORMES	Family Cisticolidae	Rhopophilus pekinensis	ORDER PASSERIFORMES	Family Cisticolidae	IUCN-LC	IUCN-LC	NA	NA	NA
544	북방쇠개개비(가칭)	.	8	NA	참새목	휘파람새과	Paddyfield Warbler	ORDER PASSERIFORMES	Family Sylviidae	Acrocephalus agricola	ORDER PASSERIFORMES	Family Sylviidae	IUCN-LC	NA	NA	NA	NA
550	연노랑허리솔새(가칭)	.	8	NA	참새목	휘파람새과	Chinese Leaf Warbler	ORDER PASSERIFORMES	Family Sylviidae	Phylloscopus yunnanensis	ORDER PASSERIFORMES	Family Sylviidae	IUCN-LC	IUCN-LC	NA	NA	NA
373	물레새	국지적으로흔함	50	여름철새	참새목	할미새과	Forest Wagtail	ORDER PASSERIFORMES	Family Motacillidae	Dendronanthus indicus	ORDER PASSERIFORMES	Family Motacillidae	IUCN-LC	IUCN-LC	NA	NA	NA
381	섬휘파람새	국지적으로흔함	50	텃새	참새목	휘파람새과	Japanese Bush Warbler	ORDER PASSERIFORMES	Family Sylviidae	Cettia canturians [Cettia diphone cantans]	ORDER PASSERIFORMES	Family Sylviidae	IUCN-LC	IUCN-LC	NA	NA	NA
540	섬개개비	국지적으로흔함.	50	나그네새	참새목	휘파람새과	Pleske's Warbler[Island Grasshopper Warbler]	ORDER PASSERIFORMES	Family Sylviidae	Locustella pleskei	ORDER PASSERIFORMES	Family Sylviidae	IUCN-VU	NA	NA	NA	NA
164	섬참새	국지적으로흔함	50	텃새	참새목	참새과	Russet Sparrow	ORDER PASSERIFORMES	Family Passeridae	Passer rutilans	ORDER PASSERIFORMES	Family Passeridae	IUCN-LC	IUCN-LC	NA	NA	NA
599	잣까마귀	국지적으로흔함	50	텃새	참새목	까마귀과	Spotted Nutcracker[Nutcracker]	ORDER PASSERIFORMES	Family Corvidae	Nucifraga caryocatactes	ORDER PASSERIFORMES	Family Corvidae	IUCN-LC	IUCN-LC	NA	NA	NA
500	바늘꼬리칼새	드묾	4	나그네새	칼새목	칼새과	White-throated Needle-tailed Swift	ORDER APODIFORMES	Family Apodidae	Hirundapus caudacutus	ORDER APODIFORMES	Family Apodidae	IUCN-LC	NA	NA	NA	NA
499	작은칼새[황해쇠칼새](가칭)	아주드묾	5	미조	칼새목	칼새과	Himalayan Swiftlet[Chinese Himalayan Swiftlet]	ORDER APODIFORMES	Family Apodidae	Aerodramus brevirostris	ORDER APODIFORMES	Family Apodidae	nan	IUCN-LC	NA	NA	NA
501	칼새	국지적으로흔함	50	여름철새	칼새목	칼새과	White-rumped Swift	ORDER APODIFORMES	Family Apodidae	Apus pacificus	ORDER APODIFORMES	Family Apodidae	IUCN-LC	IUCN-LC	NA	NA	NA
371	청호반새	흔함	2	여름철새	파랑새목	물총새과	Black-capped Kingfisher	ORDER CORACIIFORMES	Family Alcedinidae	Halcyon pileata	ORDER CORACIIFORMES	Family Alcedinidae	IUCN-LC	IUCN-LC	NA	NA	NA
336	물총새	흔함	2	여름철새	파랑새목	물총새과	Common Kingfisher[Kingfisher]	ORDER CORACIIFORMES	Family Alcedinidae	Alcedo atthis	ORDER CORACIIFORMES	Family Alcedinidae	IUCN-LC	IUCN-LC	NA	NA	NA
354	파랑새	흔함	2	여름철새	파랑새목	파랑새과	Dollarbird[Broad-billed Roller]	ORDER CORACIIFORMES	Family Coraciidae	Eurystomus orientalis	ORDER CORACIIFORMES	Family Coraciidae	IUCN-LC	IUCN-LC	NA	NA	NA
325	후투티	흔함	2	여름철새	파랑새목	후투티과	Common Hoopoe[Hoopoe]	ORDER CORACIIFORMES	Family Upupidae	Upupa epops	ORDER CORACIIFORMES	Family Upupidae	IUCN-LC	IUCN-LC	NA	NA	NA
341	뿔호반새	드묾	4	미조	파랑새목	물총새과	Crested Kingfisher[Pied Kingfisher]	ORDER CORACIIFORMES	Family Alcedinidae	Megaceryle lugubris	ORDER CORACIIFORMES	Family Alcedinidae	IUCN-LC	IUCN-LC	NA	NA	NA
370	호반새	희귀	7	여름철새	파랑새목	물총새과	Ruddy Kingfisher	ORDER CORACIIFORMES	Family Alcedinidae	Halcyon coromanda	ORDER CORACIIFORMES	Family Alcedinidae	IUCN-LC	IUCN-LC	NA	NA	NA
210	쇠백로	아주흔함	1	여름철새	황새목	백로과	Little Egret	ORDER CICONIIFORMES	Family Ardeidae	Egretta garzetta	ORDER CICONIIFORMES	Family Ardeidae	IUCN-LCCITES-CITES3급	IUCN-LC	NA	NA	NA
78	대백로 - 중대백로[아종]	아주흔함	1	여름철새	황새목	백로과	Great Egret[Large Egret]	ORDER CICONIIFORMES	Family Ardeidae	Ardea alba modesta	ORDER CICONIIFORMES	Family Ardeidae	nan	IUCN-LC	NA	NA	NA
51	왜가리	아주흔함	1	여름철새	황새목	백로과	Grey Heron	ORDER CICONIIFORMES	Family Ardeidae	Ardea cinerea	ORDER CICONIIFORMES	Family Ardeidae	nan	IUCN-LC	NA	NA	NA
147	중백로	흔함	2	여름철새	황새목	백로과	Intermediate Egret	ORDER CICONIIFORMES	Family Ardeidae	Egretta intermedia	ORDER CICONIIFORMES	Family Ardeidae	IUCN-LC	NA	NA	NA	NA
227	황로	흔함	2	여름철새	황새목	백로과	Cattle Egret	ORDER CICONIIFORMES	Family Ardeidae	Bubulcus ibis	ORDER CICONIIFORMES	Family Ardeidae	IUCN-LCCITES-CITES3급	NA	NA	NA	NA
401	대백로-대백로[아종]	흔함	2	겨울철새	황새목	백로과	Great Egret[Large Egret]	ORDER CICONIIFORMES	Family Ardeidae	Ardea (alba) alba	ORDER CICONIIFORMES	Family Ardeidae	IUCN-LCCITES-CITES 3급	IUCN-LC	NA	NA	NA
80	덤불해오라기	흔함	2	여름철새	황새목	백로과	Chinese Little Bittern[Yellow Bittern]	ORDER CICONIIFORMES	Family Ardeidae	Ixobrychus sinensis	ORDER CICONIIFORMES	Family Ardeidae	IUCN-LC	NA	NA	NA	NA
288	검은댕기해오라기	흔함	2	여름철새	황새목	백로과	Striated Heron[Green-backed Heron]	ORDER CICONIIFORMES	Family Ardeidae	Butorides striata	ORDER CICONIIFORMES	Family Ardeidae	IUCN-LC	NA	NA	NA	NA
250	흑로	흔하지않음	3	텃새	황새목	백로과	Reef Heron[Pacific Reef Egret	ORDER CICONIIFORMES	Family Ardeidae	Egretta sacra	ORDER CICONIIFORMES	Family Ardeidae	IUCN-LC	IUCN-LC	NA	NA	NA
50	노랑부리백로	흔하지않음	3	여름철새	황새목	백로과	Chinese Egret	ORDER CICONIIFORMES	Family Ardeidae	Egretta eulophotes	ORDER CICONIIFORMES	Family Ardeidae	nan	NA	NA	NA	NA
138	붉은왜가리	드묾	4	나그네새	황새목	백로과	Purple Heron	ORDER CICONIIFORMES	Family Ardeidae	Ardea purpurea	ORDER CICONIIFORMES	Family Ardeidae	IUCN-LC	NA	NA	NA	NA
38	알락해오라기	드묾	4	겨울철새	황새목	백로과	Great Bittern[Eurasian Bitten]	ORDER CICONIIFORMES	Family Ardeidae	Botaurus stellaris	ORDER CICONIIFORMES	Family Ardeidae	nan	NA	NA	NA	NA
403	열대붉은해오라기	드묾	4	미조	황새목	백로과	Cinnamon Bittern	ORDER CICONIIFORMES	Family Ardeidae	Ixobrychus cinnamomeus	ORDER CICONIIFORMES	Family Ardeidae	IUCN-LC	IUCN-LC	NA	NA	NA
402	붉은해오라기	드묾	4	나그네새	황새목	백로과	Japanese Night Heron	ORDER CICONIIFORMES	Family Ardeidae	Gorsachius goisagi	ORDER CICONIIFORMES	Family Ardeidae	IUCN-EN	IUCN-LC	NA	NA	NA
268	흰날개해오라기	드묾	4	여름철새	황새목	백로과	Chinese Pond Heron	ORDER CICONIIFORMES	Family Ardeidae	Ardeola bacchus	ORDER CICONIIFORMES	Family Ardeidae	IUCN-LC	NA	NA	NA	NA
229	황새	드묾	4	겨울철새	황새목	황새과	Oriental White Stork[Oriental Stork	ORDER CICONIIFORMES	Family Ciconiidae	Ciconia boyciana	ORDER CICONIIFORMES	Family Ciconiidae	IUCN-EN천연기념물-제199호멸종위기-멸종위기1급CITES-CITES1급	IUCN-LC	NA	NA	NA
96	먹황새	드묾	4	겨울철새	황새목	황새과	Black Stork	ORDER CICONIIFORMES	Family Ciconiidae	Ciconia nigra	ORDER CICONIIFORMES	Family Ciconiidae	천연기념물-제200호IUCN-LCCITES-CITES2급	IUCN-LC	NA	NA	NA
131	저어새	드묾	4	여름철새	황새목	저어새과	Black-faced Spoonbill	ORDER CICONIIFORMES	Family Threskiornithidae	Platalea minor	ORDER CICONIIFORMES	Family Threskiornithidae	멸종위기-멸종위기1급천연기념물-제205-1호IUCN-EN	IUCN-LC	NA	NA	NA
404	검은해오라기	아주드묾	5	미조	황새목	백로과	Black Bittern	ORDER CICONIIFORMES	Family Ardeidae	Ixobrychus flavicollis[Dupetor flavicollis]	ORDER CICONIIFORMES	Family Ardeidae	nan	NA	NA	NA	NA
405	검은머리흰따오기	아주드묾	5	미조	황새목	저어새과	Oriental Ibis[Black headed Ibis]	ORDER CICONIIFORMES	Family Threskiornithidae	Threskiornis melanocephalus	ORDER CICONIIFORMES	Family Threskiornithidae	IUCN-NT	IUCN-LC	NA	NA	NA
182	큰덤불해오라기	희귀	7	여름철새	황새목	백로과	Schrenck's Bittern[Schrenk's Little Bittern]	ORDER CICONIIFORMES	Family Ardeidae	Ixobrychus eurhythmus	ORDER CICONIIFORMES	Family Ardeidae	멸종위기-멸종위기2급IUCN-LC	IUCN-LC	NA	NA	NA
507	푸른눈테해오라기(가칭)	희귀	7	미조	황새목	백로과	Malaysian Night Heron	ORDER CICONIIFORMES	Family Ardeidae	Gorsachius melanolophus	ORDER CICONIIFORMES	Family Ardeidae	IUCN-LC	NA	NA	NA	NA
195	노랑부리저어새	희귀	7	겨울철새	황새목	저어새과	Eurasian Spoonbill[Spoonbill	ORDER CICONIIFORMES	Family Threskiornithidae	Platalea leucorodia	ORDER CICONIIFORMES	Family Threskiornithidae	멸종위기-멸종위기1급천연기념물-제205-2호IUCN-LCCITES-CITES2급	NA	NA	NA	NA
88	따오기	멸종	10	겨울철새	황새목	저어새과	Crested Ibis[Japanese Crested Ibis]	ORDER CICONIIFORMES	Family Threskiornithidae	Nipponia nippon	ORDER CICONIIFORMES	Family Threskiornithidae	천연기념물-제198호IUCN-ENCITES-CITES1급	IUCN-LC	NA	NA	NA